"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","98","5","2","5","45","15","1","1","5","0","1","4","1","1","0","2","0","0","1","0","","","","","",""
"区南部","97","3","1","4","87","13","1","7","5","3","0","11","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","98","0","2","3","58","18","0","0","2","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","80","3","0","7","66","12","0","0","4","0","0","2","2","1","0","1","0","1","1","0","","","","","",""
"区西北部","195","0","0","2","40","19","2","2","1","0","0","2","0","0","0","0","0","0","1","0","","","","","",""
"区東北部","138","0","1","4","46","16","0","0","2","0","0","5","1","0","0","1","0","0","1","1","","","","","",""
"区東部","171","3","5","27","76","21","0","1","3","0","0","3","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","85","0","0","6","25","5","1","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","160","1","6","36","94","24","3","3","7","2","0","10","2","1","0","2","0","0","0","0","","","","","",""
"北多摩西部","60","0","0","0","13","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","102","1","0","3","19","7","0","0","3","0","0","1","0","0","0","0","0","0","1","0","","","","","",""
"北多摩北部","118","1","1","14","25","6","2","0","6","0","1","4","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","7","0","2","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1409","17","20","111","596","161","10","14","42","5","2","45","7","3","0","7","0","1","5","1","","","","","",""
