"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","6","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","33","4","1","1","69","4","0","2","16","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","127","4","8","5","147","27","4","2","27","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","147","2","3","10","119","21","0","5","6","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","157","2","11","20","95","22","0","5","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","336","1","11","38","116","18","1","10","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","338","0","4","43","91","16","0","8","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","324","0","0","37","86","17","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","368","0","2","23","82","8","0","6","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"8歳","289","0","1","20","63","4","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","218","0","3","13","50","1","0","3","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","634","0","0","28","122","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","111","0","0","2","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","248","0","1","15","214","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","428","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4204","19","45","255","1290","142","5","52","50","3","0","22","7","0","1","4","0","1","9","0","0","0","0","0","0","0","0","0"
