"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","37","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","28","0","0","0","4","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","8","57","1","4","8","2","1","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","10","63","1","2","3","4","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","","","","","",""
"文京","2","25","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","30","1","1","0","14","0","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","108","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","15","110","0","2","4","21","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","60","0","4","5","9","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","34","1","3","3","9","0","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","12","117","2","5","5","18","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","12","192","8","26","12","23","2","5","0","0","7","0","1","0","0","3","0","1","0","0","0","0","","","","","",""
"渋谷区","2","35","2","0","1","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","8","55","0","0","9","9","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","16","146","2","1","2","18","7","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","7","83","3","4","1","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"北区","9","105","0","3","5","7","2","6","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","12","64","0","1","3","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","115","2","0","1","8","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","13","167","1","5","1","19","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","11","114","3","1","4","16","1","3","0","3","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","5","127","0","3","5","14","0","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"江戸川","7","176","2","8","5","11","0","5","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","149","4","9","5","29","0","6","0","5","10","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","7","80","0","0","3","18","0","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","53","0","0","3","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","86","0","0","0","18","0","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","16","161","2","1","12","10","0","14","1","3","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","13","305","1","2","13","23","0","7","0","2","7","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"多摩小平","22","211","4","1","12","30","2","4","0","4","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","270","3112","40","88","125","362","17","92","3","35","86","0","6","2","0","15","0","1","0","0","0","4","","","","","",""
