"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","12","5","5","13","0","1","0","0","0","0","2","2"
"中央区","15","4","1","3","0","0","0","0","0","0","3","0"
"みなと","21","33","15","6","0","1","6","0","0","0","2","1"
"新宿区","27","20","29","24","2","3","20","5","0","0","7","2"
"文京","7","3","1","3","0","0","4","4","0","0","1","1"
"台東","1","2","0","0","0","0","0","0","0","0","2","0"
"墨田区","0","0","1","0","0","0","6","1","0","0","2","1"
"江東区","11","6","3","10","0","0","0","0","0","0","2","0"
"品川区","6","4","1","4","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","3","0","0","5","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","1","5","0","0","0","2"
"渋谷区","16","11","3","1","1","0","2","0","0","0","5","1"
"中野区","2","0","1","3","1","0","0","0","0","0","2","1"
"杉並","1","2","1","1","0","0","2","0","0","0","2","1"
"池袋","18","8","13","8","0","0","2","3","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","3","2","0","0","1","0","0","0","0","0","1","0"
"板橋区","7","3","4","6","1","0","6","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","6","2","0","0","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","10","9","0","0","0","1"
"江戸川","8","2","0","2","0","0","0","0","0","0","2","0"
"八王子市","7","0","2","1","0","0","2","0","0","0","4","1"
"町田市","4","1","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","16","1","0","4","0","0","0","0","0","0","2","1"
"多摩府中","1","1","0","0","0","0","18","15","0","0","2","3"
"多摩小平","0","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","195","110","80","92","7","5","85","42","0","0","54","25"
