"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","12","51","1","2","0","1","0","2","0","0","5","0","1","0","0","0","0","1","0","0","0","0","4","3","0","2","2","0"
"中央区","9","26","0","1","1","25","0","2","0","1","7","0","0","0","0","3","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","21","58","29","3","8","7","1","2","0","2","32","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","21","82","24","8","5","17","0","0","0","0","16","0","0","1","0","1","0","0","0","0","0","0","10","6","2","2","2","0"
"文京","9","52","4","3","6","12","0","3","0","0","16","0","0","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","7","38","7","0","2","31","0","11","0","0","66","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","3","140","6","0","2","10","0","4","0","0","34","0","1","0","0","0","0","0","0","0","0","1","8","5","1","1","1","0"
"江東区","19","103","11","1","8","48","0","8","0","2","39","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","33","55","7","1","14","22","0","3","0","3","30","0","0","0","0","0","0","0","0","0","0","0","11","8","1","0","0","0"
"目黒区","16","51","12","6","6","19","0","5","0","0","25","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","70","175","48","2","18","97","1","13","0","5","93","2","1","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","37","186","45","7","31","66","1","6","0","1","110","0","2","1","0","2","0","0","0","0","0","1","25","16","2","2","2","0"
"渋谷区","11","40","2","0","3","19","0","0","0","0","10","0","0","0","0","7","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","11","111","4","0","12","38","1","2","0","2","63","1","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","8","130","18","5","5","33","1","1","0","5","29","0","1","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","10","89","13","2","0","3","0","3","0","0","15","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","18","147","12","6","14","22","1","13","0","3","31","1","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","3","50","41","10","14","25","0","4","0","2","32","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","10","143","34","0","18","26","0","3","0","2","53","0","2","0","0","1","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","9","151","22","7","12","33","1","2","0","5","106","3","4","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","3","162","12","8","3","87","1","8","0","10","110","1","0","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","3","92","6","0","7","34","0","6","0","4","39","0","1","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","11","194","23","7","16","55","3","3","0","4","85","1","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","9","157","45","3","25","121","1","16","0","5","109","1","2","0","0","3","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","16","64","4","1","8","67","1","4","0","1","59","0","2","1","0","1","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","17","84","5","0","0","27","3","2","0","2","23","0","0","0","0","1","1","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","4","91","30","4","7","19","2","6","0","2","65","1","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","9","135","31","1","30","45","0","5","1","5","129","2","1","0","0","1","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","65","348","49","6","26","65","6","4","1","3","173","0","5","0","0","1","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","40","165","85","9","46","98","7","3","0","5","105","0","1","1","0","1","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","38","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","514","3408","630","103","347","1172","31","144","2","74","1716","13","25","5","0","26","1","1","0","0","0","2","415","261","39","25","25","0"
