"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","0","8","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","2","7","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","5","2","3","3","26","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","1","0","1","19","1","0","0","0","0","0","2","0","0","0","1","0","0","2","0","","","","","",""
"文京","0","0","0","1","8","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"台東","0","1","0","1","25","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","1","0","1","10","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","14","3","0","5","38","4","0","0","5","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"品川区","18","0","0","3","39","2","0","0","4","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"目黒区","2","0","0","4","8","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","12","6","2","1","61","15","0","1","2","2","0","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","16","0","0","5","50","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","1","0","1","1","30","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","0","0","2","30","5","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","8","0","0","5","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","1","0","1","21","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","9","0","0","6","28","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","1","0","1","13","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"板橋区","5","0","0","3","17","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","11","0","0","0","25","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"足立","7","1","0","6","28","2","0","4","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","7","0","0","1","21","5","0","2","1","0","0","3","1","0","0","0","0","0","2","0","","","","","",""
"江戸川","14","2","1","4","26","3","1","0","3","0","0","2","0","0","0","2","0","0","0","0","","","","","",""
"八王子市","4","4","1","10","51","17","0","1","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","13","1","0","23","53","10","0","0","2","0","0","8","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","6","2","0","2","30","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","2","0","4","26","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","18","0","0","2","24","2","0","0","2","0","0","3","0","0","0","1","0","0","0","0","","","","","",""
"多摩府中","14","0","0","6","23","5","0","0","1","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","16","8","0","5","41","19","0","0","2","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","13","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","237","36","8","109","826","129","3","11","34","2","1","41","3","0","0","11","0","0","4","0","","","","","",""
