"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","29","7","4","4","3","0","5","0","0","",""
"区南部","5","0","0","0","0","0","5","0","0","",""
"区西南部","3","4","4","0","0","0","1","0","0","",""
"区西部","11","6","6","5","3","1","14","5","1","",""
"区西北部","12","3","2","2","3","0","4","2","0","",""
"区東北部","1","0","0","0","1","0","1","4","0","",""
"区東部","14","2","0","1","1","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","1","0","1","2","0","0","0","0","",""
"北多摩西部","10","3","0","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","11","1","0","",""
"北多摩北部","0","0","0","0","0","0","7","6","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","99","26","16","15","14","1","49","18","1","",""
