"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","89","0","0","15","0","7","0","6","0","1","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","135","4","3","78","5","59","1","56","0","40","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","270","11","12","155","9","175","3","65","0","90","4","9","3","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0"
"2歳","2","91","11","28","106","5","81","1","16","0","63","4","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","3","48","10","42","98","5","43","3","1","0","44","14","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","3","23","6","44","87","9","36","1","1","0","32","22","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","2","5","11","52","87","18","24","4","1","0","21","24","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","5","2","4","45","68","11","8","3","0","0","12","22","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","2","49","68","9","8","1","0","0","8","46","1","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0"
"8歳","3","0","3","34","52","4","8","0","0","0","4","30","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","0","1","2","21","43","4","3","0","0","0","3","20","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","50","101","6","3","0","0","0","6","29","3","0","0","1","0","0","4","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","11","0","0","4","23","0","1","0","0","0","0","4","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","11","1","4","30","108","0","5","1","0","0","5","2","1","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","63","665","68","414","1089","85","461","18","146","0","329","221","31","3","0","30","1","3","28","2","0","1","0","0","0","0","0","1","0"
