"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","279","89","0","15","11","23","2","31","0","4","6","1","0","0","0","4","0","0","0","0","0","5","8","","","","","",""
"区南部","182","107","3","30","22","55","0","15","0","4","10","2","0","1","0","2","0","0","0","0","0","1","5","","","","","",""
"区西南部","327","112","1","37","18","32","1","21","3","1","5","2","1","1","0","5","0","0","0","0","0","1","9","","","","","",""
"区西部","344","126","3","26","25","31","0","4","0","2","2","1","0","0","0","2","0","0","0","0","0","1","7","","","","","",""
"区西北部","416","207","1","28","17","24","4","39","0","4","9","1","1","0","0","5","0","0","0","1","0","1","3","","","","","",""
"区東北部","295","168","1","20","20","42","4","25","0","6","5","1","1","0","1","1","0","1","0","0","0","1","1","","","","","",""
"区東部","382","174","3","45","17","36","1","21","0","1","4","2","1","0","0","1","0","0","0","0","0","2","2","","","","","",""
"西多摩","49","42","1","3","2","7","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","298","167","1","20","28","61","0","39","2","5","12","1","2","0","0","3","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","113","86","0","3","19","21","3","9","0","2","3","2","2","0","0","1","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","348","131","0","18","47","28","3","19","2","5","15","2","4","0","0","1","0","1","0","0","0","2","13","","","","","",""
"北多摩北部","205","80","2","20","26","40","1","20","0","5","3","1","2","0","0","1","0","0","0","0","0","2","13","","","","","",""
"島しょ","2","7","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","3240","1496","16","265","252","400","19","253","7","40","76","16","14","2","1","26","0","2","0","1","0","16","69","","","","","",""
