"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","4","1","0","29","6","1","0","9","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","14","19","14","176","19","7","0","87","1","9","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","12","42","25","327","38","35","1","89","1","28","7","6","1","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"2歳","2","2","18","51","240","42","16","5","23","0","12","4","3","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","3","18","98","281","41","6","6","3","0","4","4","3","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","2","0","21","105","281","43","2","8","1","1","3","8","2","2","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"5歳","1","0","14","146","266","34","3","12","0","0","4","10","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","1","1","9","114","153","19","5","4","0","1","1","13","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","7","86","151","11","4","2","1","0","2","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","59","113","7","1","1","0","0","2","8","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","1","0","37","105","10","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","12","0","5","73","205","8","1","4","0","0","1","6","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","8","40","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","2","56","170","1","0","0","0","5","2","4","0","0","0","7","0","1","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","1","0","0","0","0","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","42","37","158","872","2537","280","81","43","213","9","69","75","20","6","0","39","1","2","15","1","1","0","0","0","0","0","1","0"
