"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","12","0","8","4","62","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","17","1","0","8","66","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","22","3","3","8","59","0","4","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","15","1","1","2","31","1","1","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","0","2","3","86","1","4","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","32","1","2","2","46","0","0","2","2","0","0","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","29","4","2","15","148","4","1","3","2","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","21","0","1","8","104","0","4","2","5","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","15","0","3","7","82","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","45","4","6","24","158","6","2","0","2","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","73","2","11","25","256","5","5","2","1","0","2","4","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","18","0","2","0","31","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","","","","","",""
"中野区","37","1","0","9","139","2","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","21","1","0","5","152","1","3","0","1","0","0","4","0","0","0","0","0","0","0","0","0","2","","","","","",""
"池袋","18","0","0","0","29","0","1","0","2","0","1","0","0","0","0","1","0","0","1","0","0","0","","","","","",""
"北区","14","0","1","17","86","2","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","11","1","1","10","75","1","3","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","20","0","0","6","112","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","37","1","4","12","196","6","4","1","4","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","44","1","1","14","255","4","1","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","19","0","3","10","121","3","2","1","2","0","0","0","0","0","0","1","0","0","1","0","0","0","","","","","",""
"江戸川","21","2","2","16","193","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","45","4","3","20","221","12","2","1","3","0","0","13","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","46","0","2","14","138","5","4","1","3","0","0","8","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","29","3","1","7","53","1","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","31","3","2","6","95","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","48","3","0","39","137","2","2","3","2","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","74","2","0","27","318","5","7","8","6","1","0","11","2","0","0","1","1","0","4","0","0","0","","","","","",""
"多摩小平","54","2","4","72","202","6","8","0","9","0","0","6","0","0","0","0","0","0","2","0","0","0","","","","","",""
"島しょ","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","876","40","70","390","3665","71","63","31","66","5","6","76","6","1","0","7","1","0","14","0","0","2","","","","","",""
