"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","3","2","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"〜1歳","0","1","1","1","15","2","3","0","20","0","1","1","1","1","0","0","0","0","0","0"
"1歳","0","4","5","6","37","10","13","3","27","0","11","6","2","2","0","1","1","0","2","0"
"2歳","2","0","2","6","33","7","5","2","5","0","3","4","2","0","0","0","0","0","0","0"
"3歳","0","1","3","7","32","14","5","6","0","0","4","7","2","0","0","0","0","0","0","0"
"4歳","0","2","2","13","24","16","6","7","0","0","5","7","0","0","0","0","0","0","0","0"
"5歳","0","0","1","14","30","7","6","6","0","0","4","10","0","0","0","2","0","0","0","0"
"6歳","0","0","5","18","17","5","5","4","0","0","1","8","0","0","0","0","0","0","0","0"
"7歳","1","0","0","9","12","7","0","6","0","0","1","5","0","0","0","0","0","0","0","0"
"8歳","0","0","1","12","16","1","1","4","0","0","0","4","1","0","0","0","0","0","0","0"
"9歳","0","0","0","3","7","1","0","1","0","0","1","2","0","0","0","0","0","0","1","0"
"10〜14歳","0","1","1","9","36","1","0","1","0","1","0","10","0","0","0","1","0","0","1","0"
"15〜19歳","2","0","0","1","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","4","23","0","0","0","0","0","0","2","2","0","0","1","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","7","9","22","103","291","73","44","40","52","1","32","68","11","4","2","10","1","0","4","1"
