"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","9","1486","34","0","1","25","0","4","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","9","14","*","36","0","0","83","1","19","0","17","15","0","8","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1歳","30","29","8222","98","18","18","193","4","16","1","46","42","1","13","5","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0"
"2歳","44","17","*","56","6","28","139","2","7","8","17","34","0","4","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"3歳","57","5","*","13","4","48","79","5","5","10","4","13","1","1","0","0","2","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","88","8","*","7","2","56","79","3","4","7","2","13","2","1","0","0","3","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","113","12","5854","1","1","65","84","7","3","8","1","13","4","1","1","0","1","0","0","2","0","1","1","1","1","1","1","0","1","0","1","0","0","1"
"6歳","134","16","*","0","4","49","73","5","1","8","1","9","2","3","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","2"
"7歳","143","10","*","2","1","77","69","6","2","4","0","2","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","107","15","*","0","1","50","45","6","2","3","0","2","3","1","0","0","0","0","0","4","1","0","4","1","0","0","0","0","0","4","0","0","0","1"
"9歳","89","9","*","1","1","45","40","8","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","524","157","3041","5","3","75","125","15","2","2","0","5","2","1","0","0","3","0","0","2","0","0","3","2","1","0","0","1","0","1","1","0","0","2"
"15〜19歳","195","85","1150","0","0","8","37","1","1","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","162","90","942","1","1","18","80","0","0","0","0","6","0","2","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"30〜39歳","78","75","1018","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","1","3","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"40〜49歳","106","112","1028","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","65","118","852","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"60〜69歳","25","87","539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"70〜79歳","11","71","429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","0","0","0","1","0","1","0","9"
"80歳以上","6","51","298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","17","0","0","0","0","0","3","0","0","0","17"
"合計","1990","990","24859","254","42","538","1151","63","66","51","90","158","16","38","7","0","32","0","4","24","2","1","19","47","2","1","2","1","1","15","3","2","0","45"
