"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","175","105","1","11","10","27","2","20","0","1","3","1","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","147","132","1","28","22","35","1","7","0","4","5","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区西南部","218","176","1","34","14","23","1","22","1","3","9","1","1","0","0","6","2","0","0","0","0","3","","","","","",""
"区西部","273","184","0","24","16","34","0","16","0","1","1","1","0","1","0","3","0","0","0","0","0","3","","","","","",""
"区西北部","326","270","0","14","10","30","1","26","1","4","7","3","1","0","0","4","0","0","0","0","0","1","","","","","",""
"区東北部","222","203","2","13","11","33","1","17","1","3","7","1","0","2","0","1","0","0","0","0","0","2","","","","","",""
"区東部","260","216","0","26","8","31","4","13","0","1","4","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","24","67","1","3","2","3","2","4","0","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","237","209","0","15","21","44","4","24","2","3","6","0","5","0","0","9","0","0","0","0","0","1","","","","","",""
"北多摩西部","86","91","1","1","8","8","1","8","0","1","3","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","220","170","1","7","37","24","1","12","1","2","6","3","6","0","0","0","1","0","1","0","0","1","","","","","",""
"北多摩北部","126","139","3","9","16","27","2","21","0","4","1","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","12","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2316","1974","11","185","175","319","20","193","6","28","54","11","18","3","0","25","3","0","1","0","0","19","","","","","",""
