"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","55","2","2","11","77","2","0","1","4","0","0","2","0","1","0","1","0","0","0","0","","","","","",""
"区南部","78","2","5","7","86","15","2","1","6","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","111","1","0","8","68","1","0","0","1","0","0","4","0","0","0","3","0","0","0","0","","","","","",""
"区西部","140","3","4","13","75","6","2","2","2","0","0","0","0","1","0","1","0","0","0","0","","","","","",""
"区西北部","129","0","1","9","74","3","0","1","5","1","0","2","0","0","0","1","0","0","0","0","","","","","",""
"区東北部","122","0","0","13","55","16","0","1","3","0","1","1","0","1","1","1","0","0","0","0","","","","","",""
"区東部","167","1","0","27","96","9","0","1","3","0","0","0","0","1","0","1","0","0","0","0","","","","","",""
"西多摩","118","0","1","7","16","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","232","1","0","43","112","19","0","4","8","0","1","0","1","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","72","0","1","3","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","139","0","0","2","25","2","0","1","2","0","0","1","1","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","128","0","1","7","49","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1497","10","15","150","754","82","4","13","38","1","2","12","2","5","1","11","0","0","0","0","","","","","",""
