"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","7","13","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0","0","0","3","0"
"〜1歳","36","19","1","1","39","0","0","1","7","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","107","25","2","4","89","6","1","1","7","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1"
"2歳","116","11","3","2","48","4","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1","1","1"
"3歳","113","8","4","10","34","11","3","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","137","1","2","16","24","6","2","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","135","0","3","11","35","6","1","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","144","0","3","15","27","3","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","175","1","1","15","17","5","0","10","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","177","0","1","8","16","2","0","5","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"9歳","142","0","1","9","3","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","632","0","1","10","35","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","1","0","0","0","3","0"
"15〜19歳","226","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"20〜29歳","380","0","2","5","102","1","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","6","0"
"70〜79歳","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","12","0","0","0","0","0","12","0"
"80歳以上","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","1","0","3","0","0","25","3"
"合計","3809","78","25","106","481","49","10","43","18","2","1","11","2","1","0","7","1","0","1","0","1","70","5","2","6","1","2","60","6"
