"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","1","0","0","2","1","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","2","1","1","32","1","4","1","53","1","0","4","0","0","1","1","0","0","0","0","0","0","0"
"1歳","0","0","5","4","39","9","39","3","36","0","0","6","0","2","7","1","0","1","0","0","0","0","0"
"2歳","0","0","5","4","28","13","26","4","4","0","0","9","0","3","3","1","0","0","0","0","0","0","0"
"3歳","0","0","4","18","26","8","11","3","0","0","0","9","0","5","0","0","0","0","0","0","1","0","0"
"4歳","0","0","6","17","23","7","18","9","0","0","0","7","0","13","0","0","0","0","0","0","1","0","0"
"5歳","0","0","4","16","22","2","9","5","0","0","0","4","0","6","1","0","0","1","0","0","0","0","0"
"6歳","0","0","6","8","15","3","4","3","0","0","0","1","0","6","2","0","0","0","0","0","0","0","0"
"7歳","0","0","2","5","13","1","3","3","1","0","0","1","0","7","0","0","0","0","0","0","2","0","0"
"8歳","0","0","4","10","14","0","2","1","0","0","0","1","0","2","0","0","0","0","0","0","1","0","0"
"9歳","0","0","0","2","11","0","1","0","0","0","0","2","0","3","1","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","7","9","29","1","2","2","0","0","0","0","0","4","0","0","0","1","0","0","1","0","0"
"15〜19歳","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","0","1","4","14","57","0","2","1","0","0","0","1","0","1","0","0","0","5","0","1","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","4","49","108","322","46","121","35","100","1","0","45","0","52","16","3","0","14","0","2","9","1","0"
