"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","12","1","1","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","36","5","2","0","71","1","2","1","16","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","133","8","12","11","182","6","33","1","21","2","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"2歳","113","6","12","22","138","2","25","0","7","3","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"3歳","154","0","7","36","131","3","23","3","5","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","214","0","10","47","90","8","13","1","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","286","3","8","68","99","9","7","1","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0"
"6歳","300","2","2","56","81","24","7","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"7歳","367","0","7","64","62","11","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","318","0","1","39","56","8","3","3","1","0","3","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","305","0","1","41","37","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"10〜14歳","807","0","2","51","103","14","2","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0"
"15〜19歳","156","0","0","5","26","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","196","0","2","23","178","2","5","0","2","4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","337","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0"
"40〜49歳","542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","5","1"
"70〜79歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","0","8","1"
"80歳以上","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","7","0"
"合計","4677","25","67","463","1258","95","125","15","59","14","6","2","2","0","4","0","0","5","0","0","41","1","1","3","0","0","37","3"
