"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","3","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","3","4","8","0","0","0","5","0","8","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","7","4","0","14","0","3","1","7","0","9","0","0","1","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","1","12","2","7","20","1","5","0","5","0","10","6","0","1","0","1","0","0","1","0","0","0","12","8","2","2","2","0"
"文京","0","3","0","0","4","1","10","4","4","0","3","3","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","1","1","5","2","26","0","11","0","4","0","10","2","3","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","8","2","7","3","1","4","0","1","0","11","0","1","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","0","4","6","4","74","6","14","19","6","0","27","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","3","1","4","53","1","5","8","8","0","8","1","1","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","2","0","2","21","1","3","4","3","0","4","1","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","4","15","10","94","7","4","1","13","1","30","4","3","0","0","2","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","1","9","13","11","40","9","19","4","14","0","36","3","3","0","0","1","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","0","1","3","1","14","0","0","0","1","0","5","0","1","0","0","0","0","0","2","0","0","0","7","4","0","1","1","0"
"中野区","0","7","0","3","32","0","4","1","1","0","8","0","0","0","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","0","0","7","2","34","2","11","7","7","0","16","5","0","0","0","1","0","1","0","0","0","0","16","10","1","1","1","0"
"池袋","0","3","0","1","11","0","8","0","2","0","13","0","0","0","0","0","0","1","0","0","0","0","8","5","1","1","1","0"
"北区","0","2","2","1","21","4","8","2","3","0","12","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","3","3","2","16","0","5","1","3","0","12","0","0","1","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","0","3","4","0","16","1","17","1","8","0","8","4","0","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","0","1","6","25","33","4","18","7","8","0","36","4","2","0","0","3","0","0","0","0","0","0","18","13","2","0","0","0"
"足立","0","0","9","19","46","1","13","4","5","0","19","12","0","0","0","0","0","0","0","0","0","0","18","11","2","0","0","0"
"葛飾区","0","4","0","2","35","6","8","1","1","1","7","4","2","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","0","9","2","4","42","2","2","1","9","1","20","2","0","3","0","2","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","0","9","0","40","60","5","3","13","7","3","18","3","4","0","0","4","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","0","3","17","65","2","12","13","8","0","8","1","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","0","3","15","0","6","0","0","0","8","2","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1","1","1","19","19","2","8","5","10","0","10","3","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","14","7","27","30","3","12","9","10","0","10","1","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","2","5","7","24","42","3","21","1","19","0","28","2","0","0","0","1","0","3","1","0","0","0","31","19","3","3","3","0"
"多摩小平","0","5","11","27","69","15","27","5","15","1","47","7","2","0","0","6","0","2","1","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","6","120","116","268","960","77","261","112","187","7","446","72","25","6","0","24","0","7","5","0","0","0","412","260","38","25","25","0"
