"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","3","0","2","0","2","0","0","0","0","",""
"みなと","0","8","0","0","0","0","4","1","0","",""
"新宿区","16","15","8","11","0","0","10","1","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","2","0","0","0","2","0","0","0","0","",""
"墨田区","0","0","0","0","2","0","0","3","0","",""
"江東区","2","0","0","2","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","5","0","0","0","0","0","1","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","5","9","4","1","0","0","1","0","0","",""
"中野区","1","0","2","0","0","0","0","0","0","",""
"杉並","1","1","0","0","0","0","8","2","1","",""
"池袋","8","5","6","1","1","0","3","4","0","",""
"北区","1","0","0","0","0","0","0","0","0","",""
"荒川区","1","0","0","1","0","0","0","0","0","",""
"板橋区","4","0","0","1","1","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","0","",""
"江戸川","14","0","0","1","1","0","0","0","0","",""
"八王子市","3","3","3","0","0","0","1","0","0","",""
"町田市","3","0","0","0","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","2","0","2","1","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","31","7","0","",""
"多摩小平","2","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","83","43","25","20","11","0","65","19","1","",""
