"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","6","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","0","0","1","50","0","1","0","25","0","0","0","1","0","0","0","0","0","0","0"
"1歳","12","1","4","6","70","19","3","0","24","0","2","2","2","0","0","0","0","0","0","0"
"2歳","14","0","2","2","39","9","0","1","1","0","0","7","1","0","0","0","0","0","1","0"
"3歳","10","0","1","17","45","16","0","3","1","0","0","8","1","0","0","0","0","0","0","0"
"4歳","20","0","3","17","40","11","2","1","0","0","0","9","0","0","0","0","0","0","0","0"
"5歳","19","0","2","18","34","8","0","2","0","0","0","9","0","0","0","0","0","1","1","0"
"6歳","28","0","0","16","20","3","0","2","0","1","0","4","0","0","0","0","0","0","0","0"
"7歳","30","0","1","13","18","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"8歳","20","0","0","14","21","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","18","0","0","7","9","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","48","0","1","12","25","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0"
"15〜19歳","22","0","0","1","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","29","0","1","10","66","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"30〜39歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"50〜59歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","313","1","15","134","449","70","6","10","55","2","2","46","6","0","1","7","0","1","4","0"
