"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","210","2","2","8","76","1","2","9","6","0","1","1","0","1","0","2","0","0","1","0","0","2","","","","","",""
"区南部","240","3","2","23","118","3","3","13","9","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","337","6","1","17","109","6","1","1","3","0","1","1","1","2","0","1","0","0","0","0","1","3","","","","","",""
"区西部","323","1","1","20","120","4","0","9","4","0","1","1","0","3","0","1","0","0","1","0","0","2","","","","","",""
"区西北部","436","7","1","36","124","5","1","23","3","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","453","8","2","23","135","7","1","8","11","1","0","8","2","0","0","2","0","0","0","1","1","1","","","","","",""
"区東部","403","3","1","50","130","2","1","10","6","0","0","4","1","0","0","2","0","0","0","0","0","1","","","","","",""
"西多摩","122","1","0","8","19","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","697","8","2","77","153","7","2","17","3","0","0","4","2","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","185","2","1","15","43","2","0","2","2","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","431","5","2","19","69","8","2","7","8","1","0","1","1","0","0","0","0","0","1","0","0","4","","","","","",""
"北多摩北部","198","4","4","45","38","7","1","4","7","0","0","1","0","0","0","0","0","1","0","0","0","1","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4036","50","19","341","1134","53","14","103","64","3","5","26","7","6","1","9","0","1","3","1","2","15","","","","","",""
