"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","6","7","0","0","10","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0"
"〜1歳","28","5","3","0","60","7","0","0","37","0","0","0","2","1","0","0","0","0","0","0"
"1歳","85","1","6","4","174","35","2","4","34","0","0","1","2","1","0","0","0","0","0","0"
"2歳","104","3","3","8","120","29","3","3","4","0","0","4","1","0","0","0","0","0","0","0"
"3歳","173","0","3","22","102","28","2","1","0","0","0","3","1","0","0","0","0","0","0","0"
"4歳","203","0","2","39","140","29","0","4","1","1","0","3","0","0","0","0","0","0","0","0"
"5歳","271","0","2","46","100","19","1","4","1","0","0","4","0","0","0","0","0","0","1","0"
"6歳","291","0","2","39","95","6","0","7","0","0","0","2","0","0","0","0","0","0","0","0"
"7歳","252","0","2","34","94","4","0","4","1","0","1","2","0","1","0","0","0","0","1","0"
"8歳","181","0","0","20","84","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","169","0","0","11","75","1","0","1","0","0","1","4","0","1","0","0","0","0","0","0"
"10〜14歳","433","0","1","31","152","0","0","0","0","1","0","4","0","0","0","1","0","0","0","0"
"15〜19歳","93","0","0","5","51","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","192","0","1","18","252","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0"
"30〜39歳","297","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0"
"40〜49歳","183","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"50〜59歳","54","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0"
"60〜69歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3052","16","25","277","1509","160","9","28","79","2","3","32","6","6","3","16","0","0","2","0"
