"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","5","0"
"1〜4歳","0","0","0","0","0","0","7","8","0"
"5〜9歳","0","0","0","0","0","0","3","2","0"
"10〜14歳","1","0","0","0","0","0","3","0","0"
"15〜19歳","26","4","9","12","2","2","2","0","0"
"20〜24歳","76","17","23","26","10","1","0","0","0"
"25〜29歳","69","18","17","31","10","0","0","0","0"
"30〜34歳","36","18","8","28","6","3","4","0","0"
"35〜39歳","38","12","5","15","5","0","1","0","0"
"40〜44歳","17","4","3","6","5","1","3","0","0"
"45〜49歳","8","2","0","4","5","0","2","0","0"
"50〜54歳","8","13","1","2","0","0","3","0","0"
"55〜59歳","1","2","0","2","0","0","7","0","0"
"60〜64歳","2","2","0","3","0","0","11","3","2"
"65〜69歳","0","0","0","0","0","0","14","2","0"
"70歳以上","0","1","0","0","1","0","50","5","3"
"合計","282","93","66","129","44","7","123","25","5"
