"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","15","2","6","8","0","0","4","1","0","0","2","2"
"中央区","5","6","1","1","0","0","0","0","0","0","3","0"
"みなと","8","25","11","2","0","0","5","0","1","0","2","1"
"新宿区","37","17","52","35","0","5","12","6","0","0","7","2"
"文京","5","2","1","7","0","0","0","0","0","0","1","1"
"台東","1","1","0","0","0","0","0","0","0","0","2","0"
"墨田区","0","1","3","0","1","1","2","2","0","0","2","1"
"江東区","9","3","3","7","1","0","0","0","0","0","2","0"
"品川区","11","6","1","5","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","14","0","0","3","2","0","2","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","1","0","0","0","0","1"
"渋谷区","9","11","2","0","0","1","1","0","0","0","4","1"
"中野区","6","0","2","1","2","3","0","0","0","0","2","1"
"杉並","5","1","0","3","0","0","0","0","0","0","2","1"
"池袋","17","5","5","8","0","0","2","1","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","2","1","0","0","0","0","0","0","0","0","1","0"
"板橋区","6","6","4","0","0","0","9","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","6","2","1","0","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","3","8","0","0","0","1"
"江戸川","2","0","0","0","0","0","0","0","0","0","1","0"
"八王子市","6","2","2","0","0","0","2","0","0","0","4","1"
"町田市","2","3","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","0","1","2","0","1","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","21","0","0","0","2","2"
"多摩小平","0","0","0","0","0","0","6","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","179","94","94","81","9","10","71","20","1","0","52","23"
