"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","8","4","3","0","2","1","0","",""
"区南部","1","0","0","0","0","0","1","0","0","",""
"区西南部","4","9","13","0","0","0","4","0","1","",""
"区西部","10","4","5","2","2","0","24","5","0","",""
"区西北部","7","1","1","1","3","0","2","0","0","",""
"区東北部","2","2","0","0","1","0","6","2","0","",""
"区東部","9","8","2","1","2","0","2","9","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","3","2","2","4","0","3","0","0","",""
"北多摩西部","17","1","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","1","0","0","0","0","0","4","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","85","33","32","10","15","0","48","24","1","",""
