"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","4","0"
"1〜4歳","0","0","0","0","0","0","4","14","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","8","1","4","2","2","0","1","0","0"
"20〜24歳","36","9","4","4","2","1","1","0","0"
"25〜29歳","38","6","7","3","3","0","0","1","0"
"30〜34歳","19","7","7","2","2","0","0","0","0"
"35〜39歳","13","3","2","1","0","0","1","0","0"
"40〜44歳","6","1","0","2","4","0","0","0","0"
"45〜49歳","2","1","0","1","1","1","2","0","0"
"50〜54歳","0","0","1","0","1","0","1","0","0"
"55〜59歳","2","1","0","1","1","0","2","0","0"
"60〜64歳","0","0","0","0","2","0","2","0","0"
"65〜69歳","0","0","0","0","0","0","1","0","0"
"70歳以上","0","0","0","0","0","0","27","1","0"
"合計","124","29","25","16","18","2","47","20","0"
