"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","164","5","0","3","16","4","7","2","6","0","0","5","0","0","0","2","0","0","0","0","","","","","",""
"区南部","324","4","0","2","50","3","3","1","7","1","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","254","2","0","1","17","4","0","0","2","0","0","2","1","0","0","1","0","0","0","0","","","","","",""
"区西部","294","1","0","8","44","5","1","1","2","0","0","2","2","0","0","0","0","0","0","0","","","","","",""
"区西北部","368","0","0","4","24","1","5","0","6","0","0","5","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","276","0","0","2","15","0","7","1","3","0","3","6","0","0","1","0","0","0","0","0","","","","","",""
"区東部","439","3","0","6","15","5","3","1","7","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","212","0","0","0","4","2","0","0","1","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","633","4","1","20","52","22","2","1","7","0","1","12","4","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","102","0","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","261","0","0","5","3","0","1","2","0","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","250","3","5","3","25","2","0","0","5","0","2","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3583","22","6","54","269","50","30","9","46","1","6","47","8","0","1","7","0","0","0","0","","","","","",""
