"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","29","0","0","4","1","14","0","3","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","77","7","0","38","1","153","0","12","0","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","147","19","10","69","1","485","0","30","0","82","0","4","1","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","0","56","13","9","42","2","282","0","10","1","49","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","17","12","12","42","4","131","0","0","0","30","2","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","2","5","19","37","7","84","2","2","0","11","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"5歳","1","2","6","22","31","7","38","2","1","0","12","3","5","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","1","9","12","24","3","19","1","0","1","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","6","6","20","1","12","1","0","0","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","2","0","1","8","26","1","8","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","4","11","0","9","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","2","12","45","1","17","0","0","0","3","5","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1"
"15〜19歳","0","0","0","3","8","0","7","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","0","5","32","1","11","0","0","0","2","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1"
"合計","14","331","80","122","429","30","1270","6","59","2","238","22","17","4","2","18","1","3","4","0","0","4","1","0","1","2","0","2","2"
