"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","23","92","18","3","8","31","1","2","0","3","52","2","1","0","0","4","0","0","0","0","0","0","","","","","",""
"区南部","21","92","24","4","20","36","2","2","0","3","85","0","1","0","0","3","0","0","0","0","0","0","","","","","",""
"区西南部","20","139","25","1","13","50","3","3","1","3","75","1","1","0","0","1","1","0","0","0","0","1","","","","","",""
"区西部","11","143","24","2","19","63","1","2","0","3","39","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","19","259","41","5","34","55","2","12","1","4","141","2","5","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","11","103","33","8","16","66","2","8","0","2","88","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","19","183","29","4","15","68","1","6","2","2","64","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","27","1","0","5","10","1","2","0","1","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","160","39","5","20","71","2","13","2","6","188","1","1","1","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","41","13","2","22","24","0","1","0","3","58","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","18","122","18","6","17","60","1","5","0","3","99","1","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","23","65","39","2","23","45","5","3","0","1","84","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","181","1447","304","42","212","579","21","59","6","34","998","9","16","3","0","15","1","0","0","0","0","1","","","","","",""
