"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","248","1","7","19","37","8","1","1","2","0","0","0","0","4","0","0","0","3","0","0","0","0","0","","","","","",""
"区南部","324","1","1","22","59","5","1","3","3","0","0","0","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","258","0","3","8","40","19","1","10","8","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","319","1","0","10","48","15","1","1","5","1","0","0","0","1","1","0","0","2","0","0","0","0","1","","","","","",""
"区西北部","343","0","1","8","28","6","3","5","1","0","1","0","0","2","1","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","284","0","2","2","40","10","1","3","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","351","1","0","16","37","9","1","2","6","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","132","1","0","3","13","3","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","305","0","0","24","35","11","0","4","1","0","0","1","0","5","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","109","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","245","0","0","1","27","1","0","1","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","266","0","5","14","40","8","0","2","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3188","5","19","127","405","96","9","33","38","1","2","2","2","26","7","0","0","6","0","0","1","0","1","","","","","",""
