"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","7","3","1","0","5","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","31","7","2","1","54","2","0","0","0","0","3","0","0","1","0","0","0","0","0","0"
"1歳","8","0","0","1","61","22","8","0","29","0","0","3","3","4","1","0","0","1","0","0","0","0","0","0"
"2歳","7","0","1","2","64","21","3","1","0","0","0","1","0","8","1","0","0","1","0","0","0","0","0","0"
"3歳","9","0","0","4","53","27","5","2","0","0","0","0","0","13","2","0","0","0","0","0","0","0","0","0"
"4歳","9","0","1","13","48","21","2","2","0","0","0","1","0","14","0","1","0","0","0","0","0","0","0","0"
"5歳","6","0","0","10","36","16","0","3","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0"
"6歳","7","0","0","9","33","7","3","6","0","0","0","1","3","10","0","0","0","0","0","0","0","0","0","0"
"7歳","5","0","0","7","19","1","1","3","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"8歳","5","0","0","7","13","6","0","1","0","0","0","0","0","7","1","0","0","0","0","0","0","1","0","0"
"9歳","3","0","0","4","13","5","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","3","34","2","0","1","0","0","1","0","1","6","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","0","15","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","0","0","2","75","1","0","3","0","0","0","1","0","7","0","0","0","5","0","0","0","0","0","0"
"30〜39歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","90","0","2","62","502","139","25","24","88","2","2","8","10","94","10","1","1","18","0","0","0","1","0","1"
