"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","1","4","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","5","6","0","0","31","0","24","2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","8","7","7","8","68","0","109","13","22","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","16","0","3","2","11","52","0","82","18","1","1","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","13","2","5","2","28","40","3","69","30","0","3","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","11","1","0","2","25","43","0","78","51","1","2","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","17","1","2","1","37","42","4","73","45","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","16","3","0","1","23","43","4","49","41","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","20","5","0","4","46","40","5","32","23","0","0","0","2","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","24","2","0","0","34","30","4","24","17","0","0","1","0","0","0","0","0","0","5","0","0","1","0","0","0","0","1","1","0","1","0","0","0"
"9歳","21","5","0","0","22","27","5","22","12","0","0","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","126","11","2","2","44","62","10","27","17","0","0","1","2","0","0","0","0","0","13","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"15〜19歳","64","15","0","0","11","7","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","3","0","1","0","0"
"20〜29歳","25","25","0","1","12","41","0","5","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","13","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","33","26","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","31","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"60〜69歳","10","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"70〜79歳","7","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","0","0","1","0","0","0","1","0","0","10"
"80歳以上","5","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","13","0","0","1","0","0","3","1","0","1","12"
"合計","465","240","29","22","301","528","35","597","269","28","7","7","7","0","0","3","0","1","53","0","0","11","36","0","0","2","1","1","8","3","1","1","34"
