"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","1","0","0","0","2","0"
"15〜19歳","1","0","1","0","0","0","1","0","0"
"20〜24歳","22","2","4","3","0","0","0","0","0"
"25〜29歳","35","5","4","20","0","0","0","0","0"
"30〜34歳","19","2","3","7","0","0","1","0","0"
"35〜39歳","17","4","1","5","0","0","1","0","0"
"40〜44歳","9","1","3","1","0","0","1","0","0"
"45〜49歳","7","3","4","6","0","0","0","0","0"
"50〜54歳","4","2","1","2","0","0","1","0","0"
"55〜59歳","6","1","3","0","0","0","2","0","0"
"60〜64歳","1","1","1","0","0","0","5","0","0"
"65〜69歳","2","0","0","0","0","0","1","0","0"
"70歳以上","1","0","0","0","0","0","17","0","0"
"合計","124","21","25","45","0","0","36","2","0"
