"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","9","0","0","2","13","1","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","12","2","0","3","10","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","21","0","0","0","21","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","15","0","0","0","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","17","0","0","6","12","3","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","6","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","0","0","4","35","2","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","13","0","0","1","15","3","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","0","0","0","14","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","38","0","5","10","46","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","23","0","0","0","36","3","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","9","0","0","0","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中野区","31","0","0","2","27","3","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","9","0","0","2","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","10","0","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","16","0","1","4","25","1","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","0","0","3","3","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","7","0","0","1","9","0","0","0","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","31","0","0","3","16","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","8","0","0","0","17","3","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","25","0","0","3","6","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","29","0","0","13","67","4","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","3","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","16","0","0","4","7","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","12","0","0","0","12","2","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"多摩川","25","0","0","0","10","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","23","0","0","0","14","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","6","0","0","0","7","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"府中小金井","23","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","24","0","0","0","9","1","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","14","0","0","1","10","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","38","0","1","5","14","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","16","0","0","1","19","4","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","","","","","",""
"島しょ","11","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"合計","568","2","7","69","550","63","0","23","25","1","5","2","1","10","7","1","0","9","0","0","2","0","0","","","","","",""
