"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","2","3","0","0","10","1","0","1","2","0","0","0","1","0","0","0","0","0","0","0"
"〜1歳","8","5","0","0","66","8","1","0","12","0","1","0","1","0","0","0","0","0","0","0"
"1歳","13","7","4","1","125","31","3","2","16","0","0","1","2","0","0","0","0","0","1","0"
"2歳","14","0","2","4","104","20","3","0","0","0","1","4","1","0","0","0","0","0","0","0"
"3歳","32","0","3","16","97","17","2","0","1","0","0","7","0","0","0","0","0","0","2","0"
"4歳","38","1","2","24","82","24","2","2","0","0","1","11","1","0","0","1","0","0","0","0"
"5歳","37","1","1","21","68","15","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"6歳","45","0","1","16","66","14","0","0","0","0","0","5","0","0","0","1","0","0","1","0"
"7歳","44","0","0","17","52","3","1","2","0","0","0","6","0","0","0","0","0","0","0","0"
"8歳","38","0","1","17","42","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","36","0","0","6","36","2","1","2","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","103","0","0","18","76","2","3","1","0","0","0","6","0","0","0","0","0","0","4","0"
"15〜19歳","28","0","0","1","21","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","70","0","1","14","197","1","0","0","0","5","0","1","0","0","0","2","0","0","0","0"
"30〜39歳","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","715","17","15","155","1042","141","16","11","31","5","3","47","6","0","0","9","0","0","8","1"
