"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","3","0","2","11","0","0","0","0","0","0","",""
"中央区","8","3","1","4","0","0","0","0","0","0","",""
"みなと","10","26","10","0","0","2","2","0","0","0","",""
"新宿区","19","21","41","28","0","8","8","2","0","0","",""
"文京","4","1","2","4","0","0","1","0","0","0","",""
"台東","1","0","3","3","0","0","0","0","0","0","",""
"墨田区","1","2","0","1","0","0","6","0","0","0","",""
"江東区","11","6","2","4","0","1","0","0","0","0","",""
"品川区","8","2","0","4","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","5","0","0","2","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","1","0","0","",""
"渋谷区","13","3","2","3","0","2","0","0","0","0","",""
"中野区","5","0","0","1","0","0","0","0","0","0","",""
"杉並","4","0","0","2","0","0","1","0","0","0","",""
"池袋","11","5","2","6","0","1","2","7","1","0","",""
"北区","1","1","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","4","1","1","6","0","0","1","0","1","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","4","0","0","4","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","1","0","0","",""
"江戸川","6","0","0","1","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","1","0","0","0","",""
"多摩府中","0","0","0","0","0","0","15","0","0","0","",""
"多摩小平","0","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","119","71","66","84","0","14","43","12","2","0","",""
