"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","27","898","4","5","19","81","8","2","5","3","25","2","2","0","0","0","0","0","0","1","0","0","9","","","","","","",""
"区南部","5","43","606","1","6","34","74","3","28","1","1","16","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"区西南部","6","34","880","2","1","17","66","8","6","5","4","23","1","1","0","0","2","0","0","1","0","0","0","8","","","","","","",""
"区西部","3","48","881","9","2","28","52","7","1","1","2","10","0","4","0","0","0","0","1","1","0","0","0","3","","","","","","",""
"区西北部","9","75","1369","11","11","41","107","11","8","1","7","23","0","2","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"区東北部","4","48","1067","7","8","32","72","4","6","13","5","6","1","0","0","0","0","0","0","0","1","0","0","4","","","","","","",""
"区東部","1","61","1018","3","11","35","92","4","13","2","4","15","1","3","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","8","109","0","1","4","13","0","0","3","1","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"南多摩","2","57","2202","5","9","65","171","19","9","14","13","20","5","4","1","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","0","17","471","0","0","23","32","8","0","4","1","3","2","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","9","38","1055","4","5","44","60","10","7","3","1","6","2","6","0","0","0","0","0","0","0","0","0","4","","","","","","",""
"北多摩北部","6","27","790","4","3","39","84","4","1","3","3","16","0","0","0","0","0","0","1","0","0","0","0","1","","","","","","",""
"島しょ","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"合計","48","486","11355","50","62","381","904","86","81","55","45","164","14","23","1","0","3","0","2","5","2","0","0","36","","","","","","",""
