"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","23","5","0"
"1〜4歳","0","0","0","0","0","0","7","7","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","8","3","2","2","0","0","1","0","0"
"20〜24歳","46","19","11","31","3","0","3","0","0"
"25〜29歳","44","12","23","33","3","0","2","0","1"
"30〜34歳","57","24","12","28","2","0","1","0","0"
"35〜39歳","33","20","20","21","2","0","0","0","0"
"40〜44歳","21","15","17","29","3","0","0","0","0"
"45〜49歳","18","13","12","12","1","0","3","0","0"
"50〜54歳","4","6","9","7","0","0","2","0","0"
"55〜59歳","5","3","3","3","0","0","2","0","1"
"60〜64歳","2","1","2","3","0","0","1","0","0"
"65〜69歳","2","3","1","1","0","0","5","0","1"
"70歳以上","0","4","1","0","0","0","30","1","1"
"合計","240","123","113","170","14","0","82","13","4"
