"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","4","0","0","8","1","7","0","3","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","9","1","0","37","0","59","2","45","0","33","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","21","7","0","48","7","141","7","45","0","63","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","5","3","5","31","10","97","4","7","0","62","3","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","3","5","16","28","7","63","3","3","1","46","7","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"4歳","0","0","6","12","33","5","44","6","0","0","25","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","2","3","15","29","7","32","8","0","0","18","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","2","10","16","2","16","6","0","0","8","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","4","18","0","12","2","0","1","10","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","5","12","0","9","2","0","0","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","4","18","1","3","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","4","6","51","0","5","0","0","1","1","4","0","0","1","3","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","0","8","0","2","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"20〜29歳","2","0","0","8","54","0","17","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5","44","31","85","391","40","507","41","103","4","286","44","11","1","1","9","1","0","14","1","0","0","0","0","0","0","0","0"
