"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","53","28","4","7","20","0","3","3","0","",""
"区南部","1","0","0","0","0","0","0","0","0","",""
"区西南部","0","1","0","0","0","0","3","4","0","",""
"区西部","13","9","5","3","1","0","14","20","1","",""
"区西北部","9","4","3","2","5","0","6","2","0","",""
"区東北部","0","1","0","0","0","0","0","0","0","",""
"区東部","6","3","1","1","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","2","0","0","23","0","2","0","0","",""
"北多摩西部","5","1","0","2","0","0","0","0","0","",""
"北多摩南部","5","4","2","3","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","106","53","15","18","49","0","31","30","1","",""
