"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","1","25","8","0","0","15","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","10","0","6","3","70","15","0","2","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","16","1","2","6","54","13","0","0","1","0","0","2","0","4","0","0","0","0","0","0","0","0","0"
"3歳","18","0","2","17","55","19","1","1","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"4歳","34","0","3","27","65","15","0","3","0","0","0","1","0","18","0","0","0","0","0","0","0","0","0"
"5歳","23","0","2","30","46","15","0","5","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"6歳","33","0","4","39","39","12","0","9","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"7歳","17","0","2","15","28","4","0","3","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"8歳","12","0","1","8","32","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"9歳","23","0","0","11","24","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"10〜14歳","20","0","0","8","59","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","0","1","10","53","4","0","0","0","0","0","1","0","3","0","0","0","1","0","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","246","1","23","176","565","115","1","25","28","0","0","5","0","62","1","0","0","3","0","0","1","0","0"
