"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","0","0","5","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","2","6","0","48","0","4","1","17","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","4","16","10","72","8","11","5","28","0","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","0","4","13","41","8","2","5","7","0","3","2","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"3歳","1","0","7","34","61","5","5","10","2","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","4","0","5","30","34","10","4","11","1","0","2","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","5","0","1","35","33","10","3","13","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","1","34","32","8","1","9","0","0","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","5","0","1","14","25","12","1","10","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","15","26","4","1","7","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","16","20","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","4","0","0","25","60","2","0","4","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","2","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","1","13","54","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","46","8","42","241","524","70","33","78","57","1","13","36","11","2","0","7","1","0","1","0","5","0","0","0","0","0","0","0","0"
