"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","136","4","6","15","66","14","0","2","3","0","0","3","0","0","0","1","0","0","1","0","0","","","","","",""
"区南部","239","2","0","33","117","13","2","8","8","0","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","272","1","3","18","105","14","1","5","6","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","235","2","0","9","101","9","0","2","4","1","0","0","0","0","0","2","0","0","1","0","0","","","","","",""
"区西北部","240","1","6","18","106","17","1","5","9","0","0","1","1","1","0","1","0","0","0","0","0","","","","","",""
"区東北部","385","2","4","26","146","21","1","2","7","0","0","5","0","0","0","0","0","0","1","0","0","","","","","",""
"区東部","401","1","3","34","139","11","1","5","4","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","28","0","0","2","22","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","627","2","5","66","139","18","0","12","8","0","0","5","2","2","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","93","0","1","5","51","15","0","2","3","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","280","0","4","18","88","8","1","3","3","0","0","9","1","0","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","153","0","6","33","67","16","1","7","1","0","0","1","1","1","0","1","0","0","2","0","0","","","","","",""
"島しょ","20","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3109","15","38","277","1148","160","8","56","56","1","1","37","8","4","0","8","0","0","5","0","0","","","","","",""
