"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","17","2","0","0","2","0","2","0","0","1","0","0","0","0","0","0","1","1","0","0","0","6","","","","","",""
"中央区","1","11","0","0","1","7","0","8","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","21","3","1","4","7","0","17","1","1","0","0","0","0","0","0","0","0","0","0","0","0","11","","","","","",""
"新宿区","1","24","0","0","5","18","0","10","1","2","3","0","0","0","0","0","0","0","1","0","0","0","4","","","","","",""
"文京","5","17","0","1","4","6","0","10","3","2","1","0","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"台東","5","13","0","0","4","12","0","12","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","29","1","0","0","5","1","20","1","0","1","0","0","0","0","0","0","0","3","0","0","0","4","","","","","",""
"江東区","4","26","1","1","15","20","2","58","12","3","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","17","2","0","7","16","0","13","1","2","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","8","0","1","2","6","0","28","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","6","24","2","1","8","34","0","94","10","3","8","0","0","2","0","3","0","0","0","0","0","0","0","","","","","",""
"世田谷","17","46","1","0","13","22","1","73","6","2","12","1","0","0","0","0","0","0","3","0","0","0","3","","","","","",""
"渋谷区","2","6","0","1","0","4","0","12","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","","","","","",""
"中野区","3","24","1","3","9","19","0","49","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","2","19","1","0","10","14","0","30","1","0","2","1","0","0","0","0","0","0","3","0","0","1","4","","","","","",""
"池袋","0","23","1","0","1","4","0","20","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","24","0","0","15","9","0","21","6","2","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","21","3","0","2","13","1","35","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","33","1","0","7","11","0","39","5","0","1","1","0","0","0","0","0","1","0","0","0","0","4","","","","","",""
"練馬区","10","60","0","1","12","17","0","56","0","3","7","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","39","2","3","11","22","0","34","1","5","8","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","3","24","0","0","2","4","2","17","2","2","3","0","0","0","0","0","0","0","1","0","0","0","3","","","","","",""
"江戸川","3","69","2","0","14","24","0","40","0","2","2","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","5","41","2","2","13","36","2","56","0","4","7","0","0","0","0","0","0","0","0","0","0","1","8","","","","","",""
"町田市","2","28","1","0","9","12","1","52","3","4","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","28","0","0","1","7","1","16","3","0","1","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","2","32","0","0","1","12","0","30","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","38","3","1","14","21","0","37","5","1","8","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"多摩府中","3","73","0","3","34","31","1","120","13","9","8","2","0","0","0","2","1","1","8","0","0","0","11","","","","","",""
"多摩小平","5","51","3","1","25","40","0","132","2","7","6","0","1","0","0","1","0","0","3","0","0","0","9","","","","","",""
"島しょ","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","106","892","32","20","243","455","12","1141","81","61","121","6","3","2","0","9","1","3","23","0","0","2","89","","","","","",""
