"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","9","16","7","1","0","1","0","0","",""
"区南部","40","0","11","18","0","0","1","0","0","",""
"区西南部","17","3","1","6","1","0","3","1","0","",""
"区西部","35","6","60","12","0","0","7","0","0","",""
"区西北部","7","1","2","8","0","0","3","0","0","",""
"区東北部","0","0","0","0","0","0","1","1","0","",""
"区東部","15","4","9","5","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","5","0","0","",""
"北多摩西部","1","0","0","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","3","2","0","",""
"北多摩北部","0","0","0","0","0","0","7","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","136","23","99","57","2","0","33","4","0","",""
