"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","11","0","0","0","1","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"日本橋","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","16","0","0","0","71","3","0","0","1","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","15","0","0","0","8","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","9","0","0","4","20","1","0","1","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","0","0","1","14","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","4","0","0","3","17","2","2","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","8","0","0","1","24","2","0","3","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","15","0","1","2","42","2","0","1","3","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","10","0","1","2","50","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","14","0","0","0","23","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","13","0","0","0","28","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","9","0","0","0","13","1","0","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","21","0","0","0","14","4","0","4","4","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","17","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","23","0","0","0","10","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","12","0","0","2","10","2","0","0","6","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","9","0","0","17","14","3","0","1","2","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","0","0","2","10","4","0","4","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","9","0","0","1","25","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"小岩","3","0","0","0","9","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子","15","0","0","0","3","3","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","16","0","0","1","13","6","1","1","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","10","0","0","2","24","4","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","19","0","0","0","5","3","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","14","0","0","0","10","0","0","1","1","0","0","2","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","20","0","0","2","12","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","10","0","0","0","8","2","0","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"府中小金井","2","0","0","0","5","2","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","3","0","0","0","26","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","11","0","0","1","8","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","21","0","0","0","16","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","5","0","0","1","17","4","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","5","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","388","0","2","42","585","76","4","29","36","0","3","4","6","71","4","1","0","5","0","0","0","0","0","0","","","","","",""
