"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","7","10","32","4","22","1","5","0","0","60","2","6","0","1","0","2","0","0","0","0","0","","","","","",""
"区南部","0","0","12","8","50","6","11","3","10","0","0","40","1","0","0","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","5","20","4","19","4","2","0","0","43","0","1","0","0","0","2","0","1","0","0","0","","","","","",""
"区西部","0","0","16","15","38","5","9","2","3","0","0","17","2","3","0","0","0","0","0","0","2","0","1","","","","","",""
"区西北部","0","0","4","7","28","8","19","2","6","0","0","37","0","2","0","2","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","0","7","6","32","6","11","1","5","0","0","41","0","5","3","0","0","0","0","0","1","0","0","","","","","",""
"区東部","0","2","5","32","56","6","19","3","8","0","0","64","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","6","3","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","0","33","55","11","18","8","13","0","0","80","0","5","4","1","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","7","1","2","2","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","2","19","6","14","7","1","0","0","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","6","14","12","4","8","2","1","0","0","25","0","1","3","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","2","60","135","361","64","154","35","54","0","0","421","6","30","10","5","0","9","0","1","3","0","1","","","","","",""
