"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","3","0"
"1〜4歳","0","0","0","0","0","0","3","18","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","1","4","0","0","2","1","0"
"20〜24歳","10","2","10","13","0","0","1","0","0"
"25〜29歳","22","12","9","19","0","2","2","0","0"
"30〜34歳","23","10","11","19","0","0","0","0","0"
"35〜39歳","18","5","5","14","0","0","2","0","0"
"40〜44歳","11","5","6","4","0","0","0","0","0"
"45〜49歳","7","6","3","7","0","0","0","0","0"
"50〜54歳","8","1","2","6","0","0","4","0","0"
"55〜59歳","2","3","0","0","0","1","5","0","0"
"60〜64歳","0","1","1","0","0","0","11","0","0"
"65〜69歳","0","1","2","0","0","0","5","0","0"
"70歳以上","1","0","0","0","0","0","48","1","1"
"合計","103","46","50","86","0","3","93","23","1"
