"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","54","55","4","2","34","41","3","0","1","1","2","1","0","0","0","0","0","0","0","0","0","1","6","","","","","",""
"区南部","40","41","12","7","21","46","1","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","79","55","14","3","25","31","3","1","3","1","0","1","1","1","0","5","0","0","0","0","0","2","3","","","","","",""
"区西部","62","56","11","4","32","34","4","6","0","1","0","1","1","1","0","1","0","0","0","0","0","0","3","","","","","",""
"区西北部","134","92","13","1","24","58","2","0","0","3","0","2","0","0","0","1","0","0","0","0","0","1","3","","","","","",""
"区東北部","70","61","12","2","31","36","4","2","1","8","0","1","0","0","0","2","0","0","0","0","0","0","3","","","","","",""
"区東部","74","50","11","3","25","48","1","3","0","1","0","1","0","1","0","1","0","0","0","0","0","0","2","","","","","",""
"西多摩","30","18","0","0","6","13","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"南多摩","120","63","14","3","34","68","3","0","1","4","0","3","1","0","0","4","0","0","0","0","0","1","1","","","","","",""
"北多摩西部","33","22","4","0","17","18","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","86","40","8","3","32","50","1","2","3","1","0","3","1","0","0","1","0","0","0","0","0","2","5","","","","","",""
"北多摩北部","39","57","7","3","32","48","1","1","0","5","0","0","0","0","0","1","0","0","0","0","0","1","6","","","","","",""
"島しょ","4","6","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","825","616","110","31","318","491","24","16","12","29","2","14","4","3","0","17","0","0","0","0","0","10","36","","","","","",""
