"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","8","0"
"1〜4歳","0","0","0","0","0","0","3","10","0"
"5〜9歳","0","0","0","0","0","0","2","4","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","9","0","2","1","0","0","0","0","0"
"20〜24歳","15","4","3","20","0","0","1","0","0"
"25〜29歳","23","2","5","19","0","0","2","0","0"
"30〜34歳","19","5","5","21","0","0","1","0","0"
"35〜39歳","14","2","3","11","0","0","2","1","0"
"40〜44歳","8","4","4","6","0","1","3","0","1"
"45〜49歳","8","5","7","9","0","0","1","2","0"
"50〜54歳","4","1","3","6","0","0","3","0","1"
"55〜59歳","1","2","0","0","0","0","5","0","0"
"60〜64歳","1","3","0","1","0","0","7","1","0"
"65〜69歳","0","1","0","1","0","0","9","0","1"
"70歳以上","0","0","0","1","0","0","28","6","0"
"合計","102","29","32","96","0","1","72","33","3"
