"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","1","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","3","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","4","4","14","37","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","0","0","10","19","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","2","0","0","7","11","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","1","0","0","3","18","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","18","1","0","3","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","11","1","1","13","63","4","3","1","7","0","0","0","4","1","0","1","0","0","0","0","0","","","","","",""
"品川区","2","0","0","10","39","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","1","10","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","11","0","6","20","87","3","0","2","4","0","1","1","1","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","12","4","2","21","90","7","0","1","5","0","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","3","0","0","4","9","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","2","0","3","34","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","7","0","4","9","50","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","1","2","0","19","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","1","0","1","7","20","3","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","6","0","1","17","26","0","0","2","4","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","7","0","1","6","20","5","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","14","0","3","22","45","11","0","0","4","0","0","4","0","0","0","2","0","0","0","0","0","","","","","",""
"足立","5","1","1","10","64","4","0","1","5","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","2","0","1","9","41","2","0","1","6","0","0","2","0","0","0","0","0","0","3","0","0","","","","","",""
"江戸川","8","0","6","32","43","3","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","0","2","25","59","4","0","4","4","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","6","0","1","30","48","3","0","1","7","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","1","1","7","23","3","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","3","0","10","26","4","1","3","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","7","0","1","17","55","9","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","7","1","2","36","51","3","2","0","10","0","0","3","2","0","0","3","1","0","1","0","0","","","","","",""
"多摩小平","13","0","4","15","49","3","3","0","10","0","0","0","2","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","184","19","44","365","1079","88","14","22","101","0","4","18","15","2","0","12","2","0","5","0","0","","","","","",""
