"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","4","4","15","2","0","3","0","1","",""
"区南部","33","1","0","11","1","0","1","0","0","",""
"区西南部","6","1","3","1","0","0","3","0","0","",""
"区西部","4","1","1","3","2","0","7","1","0","",""
"区西北部","14","4","0","1","1","0","5","0","0","",""
"区東北部","9","0","0","0","0","0","1","0","0","",""
"区東部","32","0","3","0","1","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","1","0","0","",""
"南多摩","8","1","0","2","1","0","1","0","0","",""
"北多摩西部","4","2","0","0","0","0","2","0","0","",""
"北多摩南部","1","0","0","0","0","0","3","1","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","122","14","11","33","8","0","31","2","1","",""
