"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","12","5","1","3","2","7","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","30","2","1","18","1","59","3","0","0","10","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1歳","149","12","0","103","19","105","0","25","0","25","4","0","2","0","0","1","0","0","0","0","0","2","1","0","0","1","0","0","1","1","1","0","0"
"2歳","150","1","1","111","44","94","1","32","0","8","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","249","7","2","98","58","89","3","22","1","5","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","308","3","0","104","118","100","3","22","3","1","2","0","1","0","0","1","0","0","1","0","0","3","2","1","0","0","0","0","2","0","0","0","2"
"5歳","408","2","2","99","174","85","3","10","1","0","0","1","2","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"6歳","418","9","0","66","147","77","1","9","1","1","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0"
"7歳","497","8","0","34","151","70","9","2","0","0","1","1","0","0","0","2","0","0","0","0","0","2","1","0","0","1","0","0","1","1","0","0","1"
"8歳","516","4","1","20","102","54","4","3","0","0","1","2","2","0","0","1","0","0","0","0","0","3","1","0","0","1","0","0","2","1","0","0","1"
"9歳","454","8","0","17","92","45","2","3","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1740","39","0","25","127","108","9","2","1","0","2","0","0","0","0","0","0","0","0","0","0","5","2","1","0","2","0","1","3","2","0","1","1"
"15〜19歳","595","47","1","2","11","16","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","1","0"
"20〜29歳","294","86","0","16","48","58","2","2","0","0","0","0","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"30〜39歳","367","74","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"40〜49歳","536","89","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"50〜59歳","241","94","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","3","4","0","0","0","0","0","3","0","0","0","4"
"60〜69歳","75","44","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","12","0","0","0","0","0","1","0","0","0","12"
"70〜79歳","36","42","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","1","0","1","15","0","0","0","0","0","1","0","3","0","12"
"80歳以上","11","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","35","0","0","0","0","0","3","0","2","2","33"
"合計","7086","607","9","716","1094","967","40","133","7","52","17","8","9","0","0","43","0","1","1","1","0","36","80","2","0","5","0","1","30","5","7","4","72"
