"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","6","1","0","0","7","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","21","2","2","0","51","7","0","0","30","2","0","1","0","0","0","0","0","0","1","0"
"1歳","67","4","7","6","103","30","2","1","43","1","1","3","5","1","0","0","0","0","0","0"
"2歳","62","2","14","17","91","41","1","2","4","0","0","2","1","0","0","0","0","0","1","0"
"3歳","100","0","3","20","79","28","1","2","1","0","0","11","0","0","0","0","0","0","1","0"
"4歳","153","0","3","33","86","28","1","1","0","0","0","7","0","0","0","2","0","0","0","0"
"5歳","151","0","2","32","79","16","0","3","0","0","0","12","0","0","0","1","0","0","1","0"
"6歳","159","0","0","29","84","9","0","2","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","198","0","0","32","55","11","1","3","0","1","0","4","0","0","0","0","0","0","0","0"
"8歳","193","0","2","25","49","6","0","0","1","0","0","4","1","0","0","0","0","0","0","0"
"9歳","134","0","0","26","39","1","0","1","0","1","0","9","0","0","0","0","0","0","0","0"
"10〜14歳","436","0","0","34","129","3","0","0","0","1","1","3","0","0","1","0","0","0","1","0"
"15〜19歳","72","0","0","2","30","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"20〜29歳","108","0","0","18","158","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0"
"30〜39歳","136","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0"
"40〜49歳","116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2183","9","33","274","1040","183","6","15","80","6","2","64","8","1","3","16","0","0","5","0"
