"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","12","1","0","1","8","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"区南部","1","0","1","2","14","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","16","1","8","1","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"区西部","29","0","1","2","57","7","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","14","0","0","2","13","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","11","0","0","4","12","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","16","1","3","3","44","9","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","6","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","19","2","4","11","40","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","16","5","1","5","4","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","18","0","0","4","16","7","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","5","1","1","5","17","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","165","11","20","40","240","52","2","6","8","0","0","3","0","1","0","3","0","1","0","0","1","5","","","","","",""
