"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","6","6","2","0","12","2","0","0","1","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"〜1歳","21","13","2","1","78","1","1","0","29","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","77","28","13","24","179","6","6","6","58","2","1","2","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"2歳","80","10","6","37","144","3","2","11","10","0","1","3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"3歳","94","7","6","50","165","9","4","21","3","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4歳","76","7","5","86","173","9","0","35","0","0","4","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","2","0"
"5歳","71","0","4","93","175","18","1","29","0","0","2","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1"
"6歳","98","2","1","83","137","14","0","22","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","73","0","2","58","119","7","0","5","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","59","0","2","60","108","11","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","43","0","0","30","64","7","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","144","0","0","81","203","13","1","11","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","59","0","0","7","47","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","89","0","0","40","251","1","1","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","129","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","54","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0"
"70〜79歳","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0"
"80歳以上","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","8","0"
"合計","1434","73","43","650","1855","101","17","156","103","3","12","11","3","0","9","2","0","4","0","6","21","0","0","3","0","0","18","3"
