"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","4","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","4","0","0"
"15〜19歳","2","0","0","0","0","0","0","0","0"
"20〜24歳","10","0","3","5","0","0","1","0","0"
"25〜29歳","23","2","7","2","0","0","0","0","0"
"30〜34歳","15","4","1","8","0","0","0","0","0"
"35〜39歳","13","0","1","4","0","0","1","0","0"
"40〜44歳","6","4","2","4","0","0","0","0","0"
"45〜49歳","6","3","5","3","0","0","1","0","0"
"50〜54歳","2","2","0","1","0","0","1","0","0"
"55〜59歳","4","2","1","2","0","0","2","0","0"
"60〜64歳","0","0","1","0","0","0","6","0","0"
"65〜69歳","1","0","0","0","0","0","2","0","0"
"70歳以上","0","0","1","0","0","0","10","0","0"
"合計","82","17","22","29","0","0","37","0","0"
