"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","19","0","0","0","3","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央","2","0","0","0","3","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"日本橋","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"みなと","3","0","0","0","5","14","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","39","0","0","4","136","3","0","1","2","0","1","0","0","7","1","0","0","1","0","0","0","0","0","0","7","6","2","2","0","0"
"文京","28","0","0","0","24","1","0","0","0","0","0","0","1","4","0","0","0","3","0","0","0","0","0","0","4","3","1","1","0","0"
"台東","18","0","0","11","38","3","0","4","3","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","8","0","0","2","17","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"江東区","7","0","0","3","33","4","4","2","0","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","20","0","0","1","47","2","0","4","4","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","4","0","1","0","15","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","38","0","1","5","78","3","0","1","9","0","0","0","0","9","3","0","0","0","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","24","0","2","3","100","9","1","5","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","9","8","0","2","0","0"
"渋谷区","27","0","0","0","50","1","1","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","5","4","1","2","0","0"
"中野区","30","0","0","0","62","4","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","17","0","0","1","23","2","1","1","1","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","2","0","0","0","2","0","0","0","1","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","5","4","1","1","0","0"
"長崎","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"北区","49","0","0","1","28","11","0","4","9","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","29","0","0","0","12","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","45","0","0","0","20","2","0","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","27","0","0","3","25","5","0","1","10","0","0","0","2","8","1","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","15","0","0","25","31","5","0","2","3","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","24","0","0","5","25","11","0","6","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"江戸川","12","0","0","1","50","4","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"小岩","4","0","0","0","14","0","0","2","2","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"八王子","27","0","0","0","6","6","0","0","2","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0"
"秋川","40","0","0","4","35","12","1","2","5","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"町田市","16","0","0","3","44","7","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"多摩川","33","0","0","0","12","6","1","0","3","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"南多摩","23","0","0","0","28","0","0","1","1","0","0","3","1","9","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","33","0","0","2","24","2","0","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"村山大和","23","0","0","2","13","2","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","3","2","1","0","0","0"
"府中小金井","12","0","0","0","12","4","0","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"狛江調布","10","0","0","3","53","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"三鷹武蔵野","24","0","0","2","17","3","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","5","4","2","1","0","0"
"多摩小平","36","0","0","3","33","2","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"多摩東村山","10","0","0","2","47","7","0","0","3","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","4","3","0","2","0","0"
"島しょ","11","0","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","789","0","4","86","1181","151","9","55","73","0","6","8","20","142","10","1","1","12","0","0","0","0","0","0","178","142","14","25","0","0"
