"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","4","5","0","0","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","36","8","0","1","22","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","68","12","4","4","60","3","2","2","18","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"2歳","103","2","6","13","54","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","2"
"3歳","88","3","3","12","30","4","1","1","2","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"4歳","90","0","5","16","29","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","80","1","2","14","22","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","78","0","3","9","21","6","1","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","2","0"
"7歳","79","0","1","15","16","8","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","58","0","1","11","8","8","0","0","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"9歳","63","1","0","7","18","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","222","0","1","17","29","6","0","3","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","134","0","0","2","13","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","220","0","0","7","60","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","2","0"
"30〜39歳","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","294","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","184","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0"
"70〜79歳","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","1","0","2","0","0","7","2"
"80歳以上","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","0","0","0","0","12","0"
"合計","2145","32","26","128","388","52","6","9","32","0","8","2","0","0","7","1","0","0","1","0","47","3","1","4","0","0","41","4"
