"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","1","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","1","1","0","0","0","0","0","0","0"
"20〜24歳","20","8","9","17","0","0","1","0","0"
"25〜29歳","21","6","9","7","0","0","0","0","0"
"30〜34歳","16","9","12","8","0","0","0","0","0"
"35〜39歳","12","6","5","8","0","0","1","0","0"
"40〜44歳","13","8","7","7","0","0","0","0","0"
"45〜49歳","8","3","10","8","0","0","1","0","0"
"50〜54歳","12","3","7","0","0","0","1","0","0"
"55〜59歳","3","5","7","3","0","0","3","0","0"
"60〜64歳","4","0","2","1","0","0","2","0","0"
"65〜69歳","1","1","0","3","0","0","3","0","1"
"70歳以上","0","1","2","0","0","0","18","1","0"
"合計","111","51","70","62","0","0","39","3","1"
