"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","1","0"
"1〜4歳","0","0","0","0","0","0","4","7","0"
"5〜9歳","0","0","0","0","0","0","3","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","1","2","2","0","0","1","0","1"
"20〜24歳","25","4","10","14","0","0","1","0","1"
"25〜29歳","23","7","5","25","0","1","1","1","0"
"30〜34歳","12","5","2","12","0","0","2","1","0"
"35〜39歳","19","6","5","7","0","0","1","1","0"
"40〜44歳","10","4","1","5","0","1","1","1","0"
"45〜49歳","7","5","1","5","0","1","4","1","1"
"50〜54歳","5","2","0","3","0","0","7","0","1"
"55〜59歳","1","3","0","1","0","0","6","0","0"
"60〜64歳","0","1","0","0","0","0","5","1","0"
"65〜69歳","0","1","0","0","0","0","11","3","0"
"70歳以上","0","1","0","0","0","0","31","3","0"
"合計","106","40","26","74","0","3","86","21","4"
