"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","2","6","1525","22","2","0","31","1","5","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","1","22","*","36","4","1","144","4","25","1","15","44","2","7","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"1歳","3","54","8223","73","24","22","238","7","64","2","39","172","0","17","1","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","4","21","*","21","11","28","144","9","35","8","17","123","2","6","3","0","2","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"3歳","12","17","*","5","8","48","120","7","12","15","11","47","0","5","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","8","12","*","1","5","56","109","7","10","24","3","33","2","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","12","10","4336","1","6","82","110","9","8","19","0","28","4","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","14","12","*","1","5","70","93","9","6","16","0","17","1","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","6","19","*","1","0","63","87","7","4","10","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","12","16","*","1","0","48","71","15","4","12","0","4","2","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","8","8","*","0","3","32","47","15","3","5","0","5","2","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","17","89","1736","1","4","47","117","47","4","9","0","7","1","0","0","0","2","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"15〜19歳","12","94","612","0","0","6","22","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","9","227","885","0","7","25","95","2","0","2","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"30〜39歳","17","216","1183","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","19","275","1135","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","9","293","1028","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","2"
"60〜69歳","6","202","652","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","1","9"
"70〜79歳","3","156","534","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","13","0","0","0","0","0","0","0","1","0","12"
"80歳以上","2","117","354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","48","0","0","0","0","0","1","0","2","0","46"
"合計","176","1866","22203","163","79","528","1428","140","180","123","85","492","16","44","5","0","21","0","3","15","1","0","1","94","0","0","0","0","0","1","0","8","1","86"
