"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","8","0","0","0","11","1","0","0","6","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","29","0","0","0","55","7","0","1","31","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"1歳","100","0","0","1","117","26","0","2","18","0","0","1","1","0","7","0","0","0","0","0","0","0","0","0"
"2歳","130","0","0","2","86","26","6","3","1","0","0","0","2","4","1","0","0","0","0","0","0","0","0","0"
"3歳","168","0","0","4","80","23","1","3","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0"
"4歳","171","0","2","10","104","25","0","6","0","0","0","1","0","7","0","1","0","0","0","0","0","0","0","0"
"5歳","145","0","0","9","79","13","0","3","0","0","0","0","1","8","1","0","0","0","0","0","0","0","0","0"
"6歳","100","0","0","17","65","10","0","4","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"7歳","103","0","0","5","68","7","0","2","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0"
"8歳","69","0","0","4","50","5","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"9歳","60","0","0","4","38","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","214","0","0","3","108","2","0","2","0","0","0","1","1","7","0","0","0","0","0","0","0","1","0","0"
"15〜19歳","122","0","0","1","50","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","241","0","0","4","204","1","0","0","0","0","0","1","0","3","0","0","0","4","0","0","0","0","0","2"
"30〜39歳","266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","0","0","1"
"40〜49歳","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"70〜79歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2124","0","2","64","1115","147","7","27","56","1","0","6","9","72","12","1","0","11","1","0","2","1","0","3"
